Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"SCL","Supply Utilization Accounts","11","Austria","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","105007","F","FAO estimate"
"SCL","Supply Utilization Accounts","11","Austria","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","107103","F","FAO estimate"
"SCL","Supply Utilization Accounts","52","Azerbaijan","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","7630","F","FAO estimate"
"SCL","Supply Utilization Accounts","52","Azerbaijan","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","20344","F","FAO estimate"
"SCL","Supply Utilization Accounts","52","Azerbaijan","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","21107","F","FAO estimate"
"SCL","Supply Utilization Accounts","52","Azerbaijan","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","14202","F","FAO estimate"
"SCL","Supply Utilization Accounts","52","Azerbaijan","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","37221","F","FAO estimate"
"SCL","Supply Utilization Accounts","12","Bahamas","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","9299","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","12","Bahamas","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","8981","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","12","Bahamas","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","9084","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","12","Bahamas","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","9971","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","12","Bahamas","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","10116","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","16","Bangladesh","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","693124","F","FAO estimate"
"SCL","Supply Utilization Accounts","16","Bangladesh","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","699684","F","FAO estimate"
"SCL","Supply Utilization Accounts","16","Bangladesh","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","718283","F","FAO estimate"
"SCL","Supply Utilization Accounts","16","Bangladesh","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","726359","F","FAO estimate"
"SCL","Supply Utilization Accounts","16","Bangladesh","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","729273","F","FAO estimate"
"SCL","Supply Utilization Accounts","14","Barbados","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","3143","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","14","Barbados","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","3466","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","14","Barbados","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","3407","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","14","Barbados","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","3327","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","14","Barbados","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","3332","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","57","Belarus","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","64563","F","FAO estimate"
"SCL","Supply Utilization Accounts","57","Belarus","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","70417","F","FAO estimate"
"SCL","Supply Utilization Accounts","57","Belarus","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","63088","F","FAO estimate"
"SCL","Supply Utilization Accounts","57","Belarus","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","72713","F","FAO estimate"
"SCL","Supply Utilization Accounts","57","Belarus","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","72092","F","FAO estimate"
"SCL","Supply Utilization Accounts","255","Belgium","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","36319","F","FAO estimate"
"SCL","Supply Utilization Accounts","255","Belgium","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","90548","F","FAO estimate"
"SCL","Supply Utilization Accounts","255","Belgium","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","151746","F","FAO estimate"
"SCL","Supply Utilization Accounts","255","Belgium","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","121617","F","FAO estimate"
"SCL","Supply Utilization Accounts","255","Belgium","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","170563","F","FAO estimate"
"SCL","Supply Utilization Accounts","23","Belize","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","23","Belize","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","23","Belize","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","23","Belize","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","23","Belize","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","53","Benin","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","18843","F","FAO estimate"
"SCL","Supply Utilization Accounts","53","Benin","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","18468","F","FAO estimate"
"SCL","Supply Utilization Accounts","53","Benin","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","19018","F","FAO estimate"
"SCL","Supply Utilization Accounts","53","Benin","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","20145","F","FAO estimate"
"SCL","Supply Utilization Accounts","53","Benin","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","20311","F","FAO estimate"
"SCL","Supply Utilization Accounts","19","Bolivia (Plurinational State of)","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","94619","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","19","Bolivia (Plurinational State of)","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","90220","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","19","Bolivia (Plurinational State of)","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","98452","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","19","Bolivia (Plurinational State of)","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","104200","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","19","Bolivia (Plurinational State of)","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","104008","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","80","Bosnia and Herzegovina","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","28040","F","FAO estimate"
"SCL","Supply Utilization Accounts","80","Bosnia and Herzegovina","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","36096","F","FAO estimate"
"SCL","Supply Utilization Accounts","80","Bosnia and Herzegovina","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","40458","F","FAO estimate"
"SCL","Supply Utilization Accounts","80","Bosnia and Herzegovina","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","42985","F","FAO estimate"
"SCL","Supply Utilization Accounts","80","Bosnia and Herzegovina","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","47398","F","FAO estimate"
"SCL","Supply Utilization Accounts","20","Botswana","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","1518","F","FAO estimate"
"SCL","Supply Utilization Accounts","20","Botswana","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","1962","F","FAO estimate"
"SCL","Supply Utilization Accounts","20","Botswana","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","2054","F","FAO estimate"
"SCL","Supply Utilization Accounts","20","Botswana","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","856","F","FAO estimate"
"SCL","Supply Utilization Accounts","20","Botswana","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","4110","F","FAO estimate"
"SCL","Supply Utilization Accounts","21","Brazil","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","5827229","F","FAO estimate"
"SCL","Supply Utilization Accounts","21","Brazil","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","5750080","F","FAO estimate"
"SCL","Supply Utilization Accounts","21","Brazil","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","5567894","F","FAO estimate"
"SCL","Supply Utilization Accounts","21","Brazil","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","5556336","F","FAO estimate"
"SCL","Supply Utilization Accounts","21","Brazil","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","5674637","F","FAO estimate"
"SCL","Supply Utilization Accounts","27","Bulgaria","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","29811","F","FAO estimate"
"SCL","Supply Utilization Accounts","27","Bulgaria","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","24551","F","FAO estimate"
"SCL","Supply Utilization Accounts","27","Bulgaria","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","31412","F","FAO estimate"
"SCL","Supply Utilization Accounts","27","Bulgaria","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","35370","F","FAO estimate"
"SCL","Supply Utilization Accounts","27","Bulgaria","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","40830","F","FAO estimate"
"SCL","Supply Utilization Accounts","233","Burkina Faso","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","5892","F","FAO estimate"
"SCL","Supply Utilization Accounts","233","Burkina Faso","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","321","F","FAO estimate"
"SCL","Supply Utilization Accounts","233","Burkina Faso","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","189","F","FAO estimate"
"SCL","Supply Utilization Accounts","233","Burkina Faso","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","461","F","FAO estimate"
"SCL","Supply Utilization Accounts","233","Burkina Faso","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","930","F","FAO estimate"
"SCL","Supply Utilization Accounts","35","Cabo Verde","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","9500","F","FAO estimate"
"SCL","Supply Utilization Accounts","35","Cabo Verde","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","9266","F","FAO estimate"
"SCL","Supply Utilization Accounts","35","Cabo Verde","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","9383","F","FAO estimate"
"SCL","Supply Utilization Accounts","35","Cabo Verde","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","9371","F","FAO estimate"
"SCL","Supply Utilization Accounts","35","Cabo Verde","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","8555","F","FAO estimate"
"SCL","Supply Utilization Accounts","115","Cambodia","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","108681","F","FAO estimate"
"SCL","Supply Utilization Accounts","115","Cambodia","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","113178","F","FAO estimate"
"SCL","Supply Utilization Accounts","115","Cambodia","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","112790","F","FAO estimate"
"SCL","Supply Utilization Accounts","115","Cambodia","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","109282","F","FAO estimate"
"SCL","Supply Utilization Accounts","115","Cambodia","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","113228","F","FAO estimate"
"SCL","Supply Utilization Accounts","32","Cameroon","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","691958","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","32","Cameroon","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","687660","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","32","Cameroon","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","757393","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","32","Cameroon","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","818283","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","32","Cameroon","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","843608","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","33","Canada","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","544057","F","FAO estimate"
"SCL","Supply Utilization Accounts","33","Canada","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","550917","F","FAO estimate"
"SCL","Supply Utilization Accounts","33","Canada","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","558438","F","FAO estimate"
"SCL","Supply Utilization Accounts","33","Canada","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","567090","F","FAO estimate"
"SCL","Supply Utilization Accounts","33","Canada","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","560097","F","FAO estimate"
"SCL","Supply Utilization Accounts","37","Central African Republic","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","61488","F","FAO estimate"
"SCL","Supply Utilization Accounts","37","Central African Republic","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","132001","F","FAO estimate"
"SCL","Supply Utilization Accounts","37","Central African Republic","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","127593","F","FAO estimate"
"SCL","Supply Utilization Accounts","37","Central African Republic","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","123025","F","FAO estimate"
"SCL","Supply Utilization Accounts","37","Central African Republic","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","132418","F","FAO estimate"
"SCL","Supply Utilization Accounts","39","Chad","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","1940","F","FAO estimate"
"SCL","Supply Utilization Accounts","39","Chad","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","1180","F","FAO estimate"
"SCL","Supply Utilization Accounts","39","Chad","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","780","F","FAO estimate"
"SCL","Supply Utilization Accounts","39","Chad","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","39","Chad","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","40","Chile","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","164774","F","FAO estimate"
"SCL","Supply Utilization Accounts","40","Chile","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","187320","F","FAO estimate"
"SCL","Supply Utilization Accounts","40","Chile","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","194680","F","FAO estimate"
"SCL","Supply Utilization Accounts","40","Chile","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","208936","F","FAO estimate"
"SCL","Supply Utilization Accounts","40","Chile","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","206291","F","FAO estimate"
"SCL","Supply Utilization Accounts","96","China, Hong Kong SAR","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","49553","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","96","China, Hong Kong SAR","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","53867","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","96","China, Hong Kong SAR","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","56139","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","96","China, Hong Kong SAR","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","59860","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","96","China, Hong Kong SAR","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","60058","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","128","China, Macao SAR","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","3611","F","FAO estimate"
"SCL","Supply Utilization Accounts","128","China, Macao SAR","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","3784","F","FAO estimate"
"SCL","Supply Utilization Accounts","128","China, Macao SAR","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","4483","F","FAO estimate"
"SCL","Supply Utilization Accounts","128","China, Macao SAR","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","3098","F","FAO estimate"
"SCL","Supply Utilization Accounts","128","China, Macao SAR","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","3452","F","FAO estimate"
"SCL","Supply Utilization Accounts","41","China, mainland","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","10330900","F","FAO estimate"
"SCL","Supply Utilization Accounts","41","China, mainland","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","9353120","F","FAO estimate"
"SCL","Supply Utilization Accounts","41","China, mainland","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","9453474","F","FAO estimate"
"SCL","Supply Utilization Accounts","41","China, mainland","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","9751532","F","FAO estimate"
"SCL","Supply Utilization Accounts","41","China, mainland","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","10193728","F","FAO estimate"
"SCL","Supply Utilization Accounts","214","China, Taiwan Province of","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","224919","F","FAO estimate"
"SCL","Supply Utilization Accounts","214","China, Taiwan Province of","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","206049","F","FAO estimate"
"SCL","Supply Utilization Accounts","214","China, Taiwan Province of","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","194943","F","FAO estimate"
"SCL","Supply Utilization Accounts","214","China, Taiwan Province of","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","270297","F","FAO estimate"
"SCL","Supply Utilization Accounts","214","China, Taiwan Province of","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","269843","F","FAO estimate"
"SCL","Supply Utilization Accounts","44","Colombia","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","1351184","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","44","Colombia","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","1852215","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","44","Colombia","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","1584960","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","44","Colombia","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","1574108","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","44","Colombia","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","1692386","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","45","Comoros","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","43304","F","FAO estimate"
"SCL","Supply Utilization Accounts","45","Comoros","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","42524","F","FAO estimate"
"SCL","Supply Utilization Accounts","45","Comoros","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","43258","F","FAO estimate"
"SCL","Supply Utilization Accounts","45","Comoros","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","43016","F","FAO estimate"
"SCL","Supply Utilization Accounts","45","Comoros","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","42932","F","FAO estimate"
"SCL","Supply Utilization Accounts","46","Congo","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","75846","F","FAO estimate"
"SCL","Supply Utilization Accounts","46","Congo","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","76028","F","FAO estimate"
"SCL","Supply Utilization Accounts","46","Congo","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","75605","F","FAO estimate"
